
="",="(1)",="(2)",="(3)",="(4)"
="",="clbar100",="clbar400",="clbar700",="clbar1000"

="gdpgrwth",="-6.642",="-6.385",="-6.543",="-6.655"
="",="(4.144)",="(4.123)",="(4.135)",="(4.136)"

="_cons",="0.190***",="0.187***",="0.202***",="0.209***"
="",="(0.0534)",="(0.0530)",="(0.0529)",="(0.0530)"

="N",="173",="173",="173",="173"

="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
